sucursal,operating_date,day_name,closing_time,captured_time,week_number,pdv_txn_id,order_id,order_type,order_subtype,table_number,party_size,server,terminal,capture_terminal,action,item,modifier,group_type,group,description,is_modifier,quantity,unit_price,unit_price_with_mods,cost_actual,cost_with_mods,cost_ideal,discount,subtotal_ticket,iva_ticket,ieps_ticket,total_ticket,subtotal_item,iva_item,ieps_item,total_item,subtotal_cortesia_cancel,iva_cortesia_cancel,ieps_cortesia_cancel,total_cortesia_cancel,subtotal_anulacion,iva_anulacion,ieps_anulacion,total_anulacion,clave_platillo
Panem - Credi Club,2026-02-03,martes,2026-02-03 08:21:42.177000,2026-02-03 08:20:52.397000,6,13023,1,Para llevar,'-,,1,PRUEBAS,SERVER1,SERVER1,Venta,SANDWICH ENSALADA POLLO UBER,,Uber,UBER COMIDAS,SANDWICH ENSALADA POLLO UBER,False,1.0,256.0,256.0,0.0,0.0,0.0,0.0,220.69,35.31,0.0,256.0,220.6897,35.3103,0.0,256.0,,,,,,,,,UC006
Panem - Credi Club,2026-02-03,martes,2026-02-03 09:57:15.660000,2026-02-03 09:54:03.913000,6,13024,2,Para llevar,'-,,1,PRUEBAS,SERVER1,SERVER1,Venta,OMELETTE DE CHAMPIÑONES,,Alimentos,DESAYUNOS,OMELETTE DE CHAMPIÑONES,False,1.0,160.0,160.0,0.0,0.0,0.0,0.0,231.9,37.1,0.0,269.0,137.931,22.069,0.0,160.0,,,,,,,,,DE007
Panem - Credi Club,2026-02-03,martes,2026-02-03 09:57:15.660000,2026-02-03 09:56:09.047000,6,13024,2,Para llevar,'-,,1,PRUEBAS,SERVER1,SERVER1,Venta,CHAI LATTE 16OZ,,Alimentos,CAFE Y BEBIDAS CALIENTES,"CHAI LATTE 16OZ, LECHE DESLACTOSADA LIGHT",False,1.0,109.0,109.0,0.0,0.0,0.0,0.0,231.9,37.1,0.0,269.0,93.9655,15.0345,0.0,109.0,,,,,,,,,CBC015
Panem - Credi Club,2026-02-03,martes,2026-02-03 09:57:15.660000,2026-02-03 09:56:11.547000,6,13024,2,Para llevar,'-,,1,PRUEBAS,SERVER1,SERVER1,Venta,CHAI LATTE 16OZ,LECHE DESLACTOSADA LIGHT,Alimentos,MOD BEBIDAS,LECHE DESLACTOSADA LIGHT,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,231.9,37.1,0.0,269.0,0.0,0.0,0.0,0.0,,,,,,,,,MB006
Panem - Credi Club,2026-02-03,martes,2026-02-03 10:01:58.327000,2026-02-03 10:01:31.687000,6,13025,3,Para llevar,'-,,1,PRUEBAS,SERVER1,SERVER1,Venta,SOURDOUGH,,Alimentos,PAN SALADO,SOURDOUGH,False,1.0,110.0,110.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,110.0,110.0,0.0,0.0,110.0,,,,,,,,,PS004
Panem - Credi Club,2026-02-03,martes,2026-02-03 10:06:43.317000,2026-02-03 10:04:49.363000,6,13026,4,Para llevar,'-,,1,PRUEBAS,SERVER1,SERVER1,Venta,FOCACCIA POLLO SPICY UBER,,Uber,UBER COMIDAS,FOCACCIA POLLO SPICY UBER,False,1.0,170.0,170.0,0.0,0.0,0.0,0.0,217.24,34.76,0.0,252.0,146.5517,23.4483,0.0,170.0,,,,,,,,,UB100
Panem - Credi Club,2026-02-03,martes,2026-02-03 10:06:43.317000,2026-02-03 10:05:24.767000,6,13026,4,Para llevar,'-,,1,PRUEBAS,SERVER1,SERVER1,Venta,CAFE OLLA UBER,,Uber,UBER CAFE Y BEBIDAS CALIENTES,CAFE OLLA UBER,False,1.0,72.0,72.0,0.0,0.0,0.0,0.0,217.24,34.76,0.0,252.0,62.069,9.931,0.0,72.0,,,,,,,,,UCB025
Panem - Credi Club,2026-02-03,martes,2026-02-03 10:06:43.317000,2026-02-03 10:05:37.517000,6,13026,4,Para llevar,'-,,1,PRUEBAS,SERVER1,SERVER1,Venta,LECHE ALMENDRA,,Alimentos,EXTRAS,LECHE ALMENDRA,False,1.0,10.0,10.0,0.0,0.0,0.0,0.0,217.24,34.76,0.0,252.0,8.6207,1.3793,0.0,10.0,,,,,,,,,EX012
Panem - Credi Club,2026-02-03,martes,2026-02-03 10:20:17.403000,2026-02-03 10:18:27.117000,6,13027,5,Para llevar,'-,,1,PRUEBAS,SERVER1,SERVER1,Venta,CAFE REFILL,,Alimentos,CAFE Y BEBIDAS CALIENTES,"CAFE REFILL, REGULAR",False,1.0,55.0,55.0,0.0,0.0,0.0,0.0,93.71,7.59,3.7,105.0,47.4138,7.5862,0.0,55.0,,,,,,,,,CBC001
Panem - Credi Club,2026-02-03,martes,2026-02-03 10:20:17.403000,2026-02-03 10:18:27.977000,6,13027,5,Para llevar,'-,,1,PRUEBAS,SERVER1,SERVER1,Venta,CAFE REFILL,REGULAR,Alimentos,MOD BEBIDAS,REGULAR,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,93.71,7.59,3.7,105.0,0.0,0.0,0.0,0.0,,,,,,,,,MB002
