date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-01-14 00:00:00,12.8,4.8,21,0,,,7.4,,1022.8,
2023-01-15 00:00:00,16.5,6,27,0,,,9.1,,1012.4,
2023-01-16 00:00:00,22.2,10.4,34,0,,,14.4,,1009.2,
2023-01-17 00:00:00,20.2,11.8,29,0,,,7.6,,1007.7,
2023-01-18 00:00:00,20.9,13,27,0,,,13.2,,1009.2,
2023-01-19 00:00:00,16.9,13.4,19,0,,,10,,1018.6,
2023-01-20 00:00:00,17.2,11.9,22,0,,,6.7,,1018.1,
2023-01-21 00:00:00,18.3,13,26,0.4,,,7.7,,1014.4,
2023-01-22 00:00:00,17.6,14,23,0,,,9.2,,1016.3,
2023-01-23 00:00:00,12.3,11,14,0,,,12.1,,1017.1,
2023-01-24 00:00:00,17.8,14,25,0,,,15,,1011.1,
2023-01-25 00:00:00,13.1,5,21,0,,,7,,1021.2,
2023-01-26 00:00:00,10.1,6,13,0,,,9.4,,1026.6,
2023-01-27 00:00:00,10.4,7.8,14,0,,,6.4,,1024.4,
2023-01-28 00:00:00,14.9,7,22,0,,,8.7,,1016.8,
2023-01-29 00:00:00,20.9,13,30,0,,,8.4,,1014.4,
2023-01-30 00:00:00,18.9,11,27,0,,,11,,1016.6,
2023-01-31 00:00:00,9.1,4,15.7,1.4,,,10.7,,1020.8,
2023-02-01 00:00:00,6.5,3,8.6,0.4,,,8.7,,1023.2,
2023-02-02 00:00:00,10,5,18,0,,,7.9,,1024.4,
2023-02-03 00:00:00,11.9,5.7,18.4,0,,,10.3,,1031.7,
2023-02-04 00:00:00,12.1,5,19,0,,,7.3,,1026.6,
2023-02-05 00:00:00,17.3,7,27,0,,,8.1,,1021.7,
2023-02-06 00:00:00,18.7,9.3,28,0,,,11.1,,1015.1,
2023-02-07 00:00:00,20.5,13,29,0,,,12.9,,1011.7,
2023-02-08 00:00:00,17.8,14,21,0.3,,,11.1,,1018,
2023-02-09 00:00:00,17,9.5,23,0,,,7.6,,1019.2,
2023-02-10 00:00:00,13.3,10,17,0.1,,,15.9,,1026.1,
2023-02-11 00:00:00,10.8,3,18,0,,,7.5,,1028.1,
2023-02-12 00:00:00,13.5,4.7,21.3,0,,,9.8,,1021,
2023-02-13 00:00:00,17.3,8,25,0,,,10.8,,1012.6,
2023-02-14 00:00:00,21.8,10,32,0,,,15.7,,1008.1,
2023-02-15 00:00:00,23.5,13,35,0,,,10.2,,1007.5,
2023-02-16 00:00:00,17.1,13,21,0,,,19.5,,1016.4,
2023-02-17 00:00:00,10.5,2,15,0,,,12.6,,1030.3,
2023-02-18 00:00:00,10.5,3.8,17,0,,,7.6,,1027.4,
2023-02-19 00:00:00,16.2,6.8,25,0,,,8.2,,1021.5,
2023-02-20 00:00:00,21.2,12.7,29,0,,,8.4,,1017.4,
2023-02-21 00:00:00,23,14.5,31,0,,,11,,1008.3,
2023-02-22 00:00:00,26.9,15.1,36,0,,,14.3,,1005.1,
2023-02-23 00:00:00,27.3,16.2,35,0,,,13.3,,1012.3,
2023-02-24 00:00:00,24,17.4,30,0,,,10.1,,1017.4,
2023-02-25 00:00:00,23.7,19.4,30,1.1,,,10.2,,1018.6,
2023-02-26 00:00:00,23.5,19.8,29.4,0,,,9.7,,1013.4,
2023-02-27 00:00:00,24.8,17,34,0,,,12.6,,1011,
2023-02-28 00:00:00,26,16.8,35,0,,,9.1,,1009.6,
2023-03-01 00:00:00,28.6,19,39,0,,,9.6,,1006.9,
2023-03-02 00:00:00,28,20,37,0,,,14.8,,1002.3,
2023-03-03 00:00:00,21.4,14.6,28,0,,,13.9,,1009.1,
2023-03-04 00:00:00,20.2,10.7,29,0,,,9.8,,1012.9,
2023-03-05 00:00:00,20.6,13,29,0,,,11.5,,1015.1,
2023-03-06 00:00:00,23.9,17.4,31,0,,,8.9,,1014.7,
2023-03-07 00:00:00,24.9,20.1,31.1,0,,,10.4,,1013.4,
2023-03-08 00:00:00,23.7,19.9,30.2,0,,,9.1,,1014,
2023-03-09 00:00:00,23.3,18.8,30,0,,,10.2,,1014.3,
2023-03-10 00:00:00,24.1,18.9,30,0,,,8.5,,1015.3,
2023-03-11 00:00:00,25.2,18,34,0,,,10.5,,1009.9,
2023-03-12 00:00:00,27.1,18,35,0,,,12.4,,1009.4,
2023-03-13 00:00:00,20.7,17,23,0.7,,,9,,1016.8,
2023-03-14 00:00:00,16.7,15,20,5.8,,,8.8,,1020,
2023-03-15 00:00:00,19.2,15,27.6,1.9,,,10.3,,1017.7,
2023-03-16 00:00:00,25.2,15,33,0.2,,,12.8,,1009.2,
2023-03-17 00:00:00,16.9,13,22,0,,,16.4,,1016.7,
2023-03-18 00:00:00,10.9,6,15,0.4,,,11.6,,1024.9,
2023-03-19 00:00:00,5.8,4,7.8,0.9,,,10,,1031.1,
2023-03-20 00:00:00,10.5,6,20.5,0,,,9.4,,1021.8,
2023-03-21 00:00:00,20.4,12,30,0,,,9.3,,1015.3,
2023-03-22 00:00:00,23.5,14,32,0,,,10.2,,1014.9,
2023-03-23 00:00:00,26.4,20,35,0,,,12.5,,1011.3,
2023-03-24 00:00:00,28.3,17.7,39,0,,,16.4,,1008.2,
2023-03-25 00:00:00,24,17.2,31.3,0,,,13.3,,1011.6,
2023-03-26 00:00:00,24.7,15.9,34,0,,,10.2,,1009.5,
2023-03-27 00:00:00,24.3,18.9,30,0,,,10.2,,1012.1,
2023-03-28 00:00:00,18.9,11,25,10.8,,,13.8,,1020,
2023-03-29 00:00:00,13.5,12,14.5,0,,,7.4,,1020.3,
2023-03-30 00:00:00,17.4,13,21,0.1,,,10.5,,1013.9,
2023-03-31 00:00:00,24.1,17,31,0,,,10.1,,1013.1,
2023-04-01 00:00:00,24.7,19,29,1.7,,,11.4,,1017.2,
2023-04-02 00:00:00,25.7,21,32,1.5,,,9,,1012.4,
2023-04-03 00:00:00,28.9,20,38,0,,,12,,1006.6,
2023-04-04 00:00:00,25.9,20,31,0,,,11.8,,1004.1,
2023-04-05 00:00:00,25.4,21,32,0,,,16.7,,1010.4,
2023-04-06 00:00:00,14.7,12,18.5,2.9,,,11.2,,1018.5,
2023-04-07 00:00:00,14.4,13,16.2,0.1,,,9.1,,1019.8,
2023-04-08 00:00:00,16.7,13,20,0,,,8.6,,1020.1,
2023-04-09 00:00:00,18.1,16,20,0.1,,,7.9,,1020.5,
2023-04-10 00:00:00,19.4,18,22,12.1,,,8.9,,1021.6,
2023-04-11 00:00:00,20.8,17,25,2.7,,,9.6,,1021.4,
2023-04-12 00:00:00,21,15.3,27,0,,,7.9,,1016.4,
2023-04-13 00:00:00,21.2,15.5,26,0,,,11.3,,1010,
2023-04-14 00:00:00,24.7,17,33,0.1,,,10.4,,1008,
2023-04-15 00:00:00,28.2,17.5,36,0,,,12.9,,1012,
2023-04-16 00:00:00,21.9,16.9,25,0.3,,,13.9,,1021,
2023-04-17 00:00:00,19,15,23.5,0,,,11.9,,1016.8,
2023-04-18 00:00:00,23.9,19,29,0.1,,,12.2,,1010.4,
2023-04-19 00:00:00,24.4,20.8,29,0.2,,,11.8,,1010.4,
2023-04-20 00:00:00,25.8,22,31,0.3,,,9.3,,1011.5,
2023-04-21 00:00:00,27.4,21.8,35,0,,,11.9,,1013.1,
2023-04-22 00:00:00,23.8,19,28,1.4,,,12.5,,1011.3,
2023-04-23 00:00:00,20.7,14,29,0.8,,,16.5,,1011.1,
2023-04-24 00:00:00,16.6,13,19,0.6,,,7.6,,1016,
2023-04-25 00:00:00,20.8,16,26,0,,,10.5,,1011.6,
2023-04-26 00:00:00,24.1,16.9,30,0,,,8.3,,1008.6,
2023-04-27 00:00:00,25.2,19.8,31,0,,,12.5,,1010.3,
2023-04-28 00:00:00,25.6,19,31,0.5,,,12,,1008.9,
2023-04-29 00:00:00,23.1,15.9,30,0.4,,,16.8,,1018.3,
2023-04-30 00:00:00,22.4,11.5,32,0,,,8.6,,1015.1,
2023-05-01 00:00:00,25.8,15,35,0,,,13,,1008.9,
2023-05-02 00:00:00,24.2,18.9,29,0.5,,,9.6,,1009.9,
2023-05-03 00:00:00,25.1,22,29,1,,,11.3,,1012.4,
2023-05-04 00:00:00,26.1,22.9,32,1.9,,,10.3,,1011.9,
2023-05-05 00:00:00,28,22.4,34,1.1,,,10.6,,1012,
2023-05-06 00:00:00,28.4,22,35,0.5,,,9.4,,1011.8,
2023-05-07 00:00:00,27.3,22.4,35,0.4,,,10.5,,1012.5,
2023-05-08 00:00:00,25.8,21,31,2.8,,,10.6,,1012.2,
2023-05-09 00:00:00,25.4,20,30,0.5,,,9.7,,1012.2,
2023-05-10 00:00:00,26.9,20,32,0.1,,,9.1,,1009.6,
2023-05-11 00:00:00,27.9,21.2,34,0.2,,,10.9,,1008,
2023-05-12 00:00:00,25.2,20,30,2.2,,,13,,1008.7,
2023-05-13 00:00:00,21.6,20,24.1,24,,,10.5,,1013.2,
2023-05-14 00:00:00,21.5,20,23,1,,,8.8,,1018.4,
2023-05-15 00:00:00,23.3,19,30,5.6,,,7.9,,1020.2,
2023-05-16 00:00:00,23.3,18.5,29,1.6,,,7,,1017.5,
2023-05-17 00:00:00,25.2,19,32,4.1,,,8.9,,1013.5,
2023-05-18 00:00:00,24.7,20,31,0,,,7.9,,1014.1,
2023-05-19 00:00:00,26.9,21,32,0.5,,,7.8,,1015.7,
2023-05-20 00:00:00,22.4,19,27,46.6,,,9.2,,1020.4,
2023-05-21 00:00:00,23.8,19.3,28,10.8,,,7.8,,1018.8,
2023-05-22 00:00:00,24.9,20.6,29,0.3,,,7.2,,1015.8,
2023-05-23 00:00:00,26.6,21.5,31,0.1,,,9.7,,1013.7,
2023-05-24 00:00:00,26.3,22,31,0,,,9.8,,1012.7,
2023-05-25 00:00:00,26.4,22.7,32,0,,,12.8,,1012.6,
2023-05-26 00:00:00,26.3,21,31,0.5,,,11.6,,1014.5,
2023-05-27 00:00:00,25.3,22.3,29,4.5,,,10.4,,1015.5,
2023-05-28 00:00:00,24.2,17,30,10.9,,,15.2,,1015,
2023-05-29 00:00:00,24.2,19,30,2.4,,,8.5,,1013.3,
2023-05-30 00:00:00,25.6,20,32,0,,,8.2,,1012.6,
2023-05-31 00:00:00,26,21,31,0,,,10.9,,1011.6,
2023-06-01 00:00:00,25.8,22,30,0.1,,,11.4,,1010.8,
2023-06-02 00:00:00,26.1,23,30,0.6,,,11.1,,1010.8,
2023-06-03 00:00:00,25.6,22,29,1,,,9.8,,1009.9,
2023-06-04 00:00:00,24.9,20,29,12.7,,,7.4,,1011.8,
2023-06-05 00:00:00,26,20.8,32,3.4,,,7.6,,1013.1,
2023-06-06 00:00:00,26.4,20,33,0.4,,,8.7,,1013.2,
2023-06-07 00:00:00,27.4,21.7,33,0.6,,,9,,1011.8,
2023-06-08 00:00:00,27.3,21.9,33,0.1,,,10.7,,1011.9,
2023-06-09 00:00:00,30.2,23,37,0,,,9.8,,1011.2,
2023-06-10 00:00:00,28.3,24,34,0.1,,,10.1,,1009.9,
2023-06-11 00:00:00,29,24.7,34,0,,,9.8,,1010.4,
2023-06-12 00:00:00,30.4,25,37,0,,,11.1,,1010,
2023-06-13 00:00:00,32.2,24.9,41,0,,,11.7,,1008.6,
2023-06-14 00:00:00,32,24,39,0,,,11.5,,1006.5,
2023-06-15 00:00:00,31.8,24.6,39,0,,,9.6,,1007.4,
2023-06-16 00:00:00,31.3,25.1,38,0,,,10.4,,1009.6,
2023-06-17 00:00:00,31.4,25.5,38,0,,,10,,1010.9,
2023-06-18 00:00:00,33.1,24.8,42,0,,,8.9,,1008.4,
2023-06-19 00:00:00,33.2,24,42,0,,,8.8,,1008.9,
2023-06-20 00:00:00,32.6,24.1,42,0,,,9.6,,1009,
2023-06-21 00:00:00,33.3,23.2,43,0,,,10.7,,1007.9,
2023-06-22 00:00:00,31.6,25,38,0.2,,,9.6,,1010,
2023-06-23 00:00:00,32.1,24.6,40,0,,,11.6,,1011.7,
2023-06-24 00:00:00,31.6,24.4,39,0,,,9.8,,1013.7,
2023-06-25 00:00:00,31.5,24,40,0,,,11.2,,1013.8,
2023-06-26 00:00:00,31.8,24,39,0,,,12.4,,1013.3,
2023-06-27 00:00:00,31.4,23.6,40,0,,,13.6,,1012.5,
2023-06-28 00:00:00,30.7,23.7,39,0,,,16.3,,1012.4,
2023-06-29 00:00:00,29.9,23.7,37,0,,,15.4,,1012.8,
2023-06-30 00:00:00,30.5,25.1,37,0.1,,,16.9,,1012.9,
2023-07-01 00:00:00,30.3,25.2,36,0.1,,,12.2,,1013.3,
2023-07-02 00:00:00,29,24.7,36,6.6,,,8.7,,1013.4,
2023-07-03 00:00:00,27.9,24,34,3.2,,,7.9,,1013.5,
2023-07-04 00:00:00,28.8,23.9,37,0,,,9.8,,1013.9,
2023-07-05 00:00:00,29.4,24.7,36,0,,,10.3,,1014.2,
2023-07-06 00:00:00,26.9,23,34,12,,,9.1,,1014.3,
2023-07-07 00:00:00,28.1,23.8,34,2.7,,,11,,1013.1,
2023-07-08 00:00:00,27.6,23.7,34,0,,,10.6,,1012.8,
2023-07-09 00:00:00,29.3,24,36,0,,,11.2,,1012.5,
2023-07-10 00:00:00,30.5,24.6,37,0,,,11.2,,1013.3,
2023-07-11 00:00:00,30.9,25.1,37,0,,,12.2,,1013.8,
2023-07-12 00:00:00,31.4,25.1,39,0,,,11.7,,1012.3,
2023-07-13 00:00:00,31.5,25.2,39,0.9,,,12,,1011.3,
2023-07-14 00:00:00,31.2,24.4,39,0,,,12.4,,1011.5,
2023-07-15 00:00:00,31,24.8,39,0,,,10.7,,1012.9,
2023-07-16 00:00:00,30.8,24,39,0,,,11.6,,1015.5,
2023-07-17 00:00:00,30.6,23.4,38,0,,,11.4,,1016.1,
2023-07-18 00:00:00,31,24,39,0,,,11.2,,1016.3,
2023-07-19 00:00:00,30.5,23.9,40,0,,,13.7,,1016.7,
2023-07-20 00:00:00,30.7,23.3,40,0,,,12.9,,1015.9,
2023-07-21 00:00:00,30.3,23,38,0,,,11.7,,1014.7,
2023-07-22 00:00:00,30.2,24,37,0,,,8.2,,1014.3,
2023-07-23 00:00:00,30.1,24.2,37,0,,,8.2,,1015.6,
2023-07-24 00:00:00,28.8,24.1,36,0.6,,,9.8,,1018.7,
2023-07-25 00:00:00,29.7,23,36,0,,,11.3,,1018.5,
2023-07-26 00:00:00,29.9,24,38,0,,,13.3,,1016.5,
2023-07-27 00:00:00,29.6,23.2,37,0,,,12.6,,1015.8,
2023-07-28 00:00:00,28.5,23,37,0.1,,,13.1,,1017.2,
2023-07-29 00:00:00,28.6,22.3,36,0,,,13.7,,1018.2,
2023-07-30 00:00:00,29.8,23,37,0,,,11.8,,1018,
2023-07-31 00:00:00,31.3,24.9,38,0,,,10,,1017,
2023-08-01 00:00:00,30.9,24.6,37,0,,,10.5,,1016.9,
2023-08-02 00:00:00,30.2,24.4,37,0,,,12,,1016.6,
2023-08-03 00:00:00,30.6,24.2,39,0,,,11.2,,1015.1,
2023-08-04 00:00:00,31.4,24.4,40,0,,,11.6,,1013.3,
2023-08-05 00:00:00,30.8,24,39,0,,,12,,1014,
2023-08-06 00:00:00,31.6,24.7,40,0,,,11.4,,1014.4,
2023-08-07 00:00:00,31.1,24,40,0,,,11.3,,1014.7,
2023-08-08 00:00:00,31,24.6,39,0,,,10.3,,1013.9,
2023-08-09 00:00:00,31.1,24.5,39,0,,,10.9,,1011.2,
2023-08-10 00:00:00,31.7,24.6,40,0,,,11.9,,1010.1,
2023-08-11 00:00:00,31.6,25,40,0,,,11.7,,1011.6,
2023-08-12 00:00:00,32.1,25.2,39,0,,,13.8,,1012.7,
2023-08-13 00:00:00,31.3,24.2,40,0,,,13.9,,1013.9,
2023-08-14 00:00:00,30.9,24.6,38,0,,,13.1,,1015.4,
2023-08-15 00:00:00,30,24.3,36,0.7,,,8.9,,1017.5,
2023-08-16 00:00:00,31,23.9,37,0,,,9.5,,1015.5,
2023-08-17 00:00:00,31.6,22.9,39,0,,,10.2,,1013.8,
2023-08-18 00:00:00,30.7,23.5,38,0.3,,,12.9,,1013.7,
2023-08-19 00:00:00,29.8,24,36,0.3,,,11.3,,1014,
2023-08-20 00:00:00,29,23.5,36,0,,,10.1,,1015.9,
2023-08-21 00:00:00,29.6,22.8,36,0,,,10.1,,1016,
2023-08-22 00:00:00,27,23.3,32,1.6,,,14.2,,1013.9,
2023-08-23 00:00:00,27.4,23,33,4,,,8.7,,1015.3,
2023-08-24 00:00:00,29.3,23.2,35,0,,,9.9,,1016.2,
2023-08-25 00:00:00,29.7,22.6,37,3.6,,,9.5,,1015.1,
2023-08-26 00:00:00,29.2,22.8,35,0.3,,,9.5,,1014.7,
2023-08-27 00:00:00,30.1,23.4,37,0,,,8.8,,1013.3,
2023-08-28 00:00:00,30.7,19,39,0,,,8.4,,1012.1,
2023-08-29 00:00:00,28.5,21.6,36,11.8,,,13.4,,1013.2,
2023-08-30 00:00:00,30.2,22.9,37,0,,,10.3,,1013.3,
2023-08-31 00:00:00,30,20.8,38,0,,,9,,1012.8,
2023-09-01 00:00:00,30.1,21.7,37,0,,,11.2,,1015,
2023-09-02 00:00:00,30,22.3,38,0,,,8.7,,1016.3,
2023-09-03 00:00:00,30.1,22,37,0.1,,,8.9,,1014.3,
2023-09-04 00:00:00,30.9,23.5,39,0,,,10.8,,1010.8,
2023-09-05 00:00:00,30.7,16.5,39,0,,,10.9,,1011.4,
2023-09-06 00:00:00,30.9,23.9,38,0,,,10.6,,1014,
2023-09-07 00:00:00,30.8,24.2,37,0,,,9.5,,1014.3,
2023-09-08 00:00:00,31.6,24.5,39,0,,,10.1,,1014.2,
2023-09-09 00:00:00,30.9,23.7,38,0,,,10.4,,1015.7,
2023-09-10 00:00:00,30.8,23.2,39,0,,,8.7,,1016.1,
2023-09-11 00:00:00,30.5,23.1,38,0,,,12.3,,1015.1,
2023-09-12 00:00:00,30,23.3,37,0,,,9.1,,1014.7,
2023-09-13 00:00:00,30.3,24.1,37,0,,,9.3,,1013.7,
2023-09-14 00:00:00,30.8,23.3,38,0,,,8.8,,1012.2,
2023-09-15 00:00:00,30.7,24.8,37,3.7,,,8.9,,1013.3,
2023-09-16 00:00:00,27.1,22,33,6.4,,,8.7,,1016,
2023-09-17 00:00:00,26,23,33,22.3,,,8.6,,1018,
2023-09-18 00:00:00,27.4,21.7,33,0,,,7.5,,1016.8,
2023-09-19 00:00:00,27.8,22.3,34,0,,,6.5,,1013.9,
2023-09-20 00:00:00,28.3,21.9,36,0,,,6.5,,1012.6,
2023-09-21 00:00:00,28.5,22.7,35,0,,,7.1,,1014.1,
2023-09-22 00:00:00,29.2,23,36,0,,,8.4,,1014,
2023-09-23 00:00:00,30,23,37,0,,,9.3,,1012.6,
2023-09-24 00:00:00,30.3,23.1,38,0,,,9.1,,1012,
2023-09-25 00:00:00,30,24.9,36,0,,,9,,1014.6,
2023-09-26 00:00:00,28.9,23.6,35,0,,,8.5,,1016.7,
2023-09-27 00:00:00,25.8,21,35,0.2,,,9.2,,1015.7,
2023-09-28 00:00:00,27.4,20,35,0,,,8.1,,1014.3,
2023-09-29 00:00:00,27.6,22,34,0,,,7,,1014.2,
2023-09-30 00:00:00,28.1,23,34,0,,,8.5,,1015.2,
2023-10-01 00:00:00,28,23.9,34,0.4,,,8.2,,1015.7,
2023-10-02 00:00:00,28.2,23.4,34,1.1,,,9.8,,1014.8,
2023-10-03 00:00:00,27.9,24,33,0,,,8.9,,1012.9,
2023-10-04 00:00:00,28.7,25,33,0,,,9.4,,1011.5,
2023-10-05 00:00:00,25.6,21,33,29.9,,,11,,1014.9,
2023-10-06 00:00:00,22.7,20,25,20.4,,,8.7,,1019.9,
2023-10-07 00:00:00,20.3,17,23,0,,,9.6,,1022.6,
2023-10-08 00:00:00,17.5,16.1,20,15.5,,,7.6,,1021.5,
2023-10-09 00:00:00,19.7,17,22,4.5,,,7.1,,1014.8,
2023-10-10 00:00:00,19.8,19,23.4,26.4,,,9,,1010.8,
2023-10-11 00:00:00,21.9,18.8,26,9.9,,,8.7,,1006.9,
2023-10-12 00:00:00,24.7,18.9,31,0,,,7.1,,1005.6,
2023-10-13 00:00:00,27.3,21,34,15.8,,,9,,1010,
2023-10-14 00:00:00,20.1,17,24,17.4,,,10.5,,1019.9,
2023-10-15 00:00:00,20.3,16.8,24,0,,,6.8,,1023.2,
2023-10-16 00:00:00,18.9,12.2,24,0,,,6.9,,1024.6,
2023-10-17 00:00:00,18.3,10,25,0,,,5.8,,1020.9,
2023-10-18 00:00:00,19.5,11.3,27,0,,,6.6,,1016.2,
2023-10-19 00:00:00,22.3,14,31,0,,,6.6,,1016.1,
2023-10-20 00:00:00,23.9,16.3,32,0,,,6.6,,1016.1,
2023-10-21 00:00:00,24.4,16.3,31,0,,,8.9,,1013.1,
2023-10-22 00:00:00,24.5,20.4,29,0,,,8.6,,1011.4,
2023-10-23 00:00:00,23.9,21,27,0.5,,,10.9,,1010.6,
2023-10-24 00:00:00,25.7,21.3,30,0,,,11.4,,1011,
2023-10-25 00:00:00,25.8,22.5,29,0.3,,,11.9,,1012.6,
2023-10-26 00:00:00,25.6,22.8,30.8,0.4,,,9.2,,1013.5,
2023-10-27 00:00:00,26,22.8,30,0.8,,,11.1,,1015.8,
2023-10-28 00:00:00,25.4,21,30,0.4,,,7.7,,1014.9,
2023-10-29 00:00:00,24.2,17,29,1,,,13.9,,1013.2,
2023-10-30 00:00:00,10.6,7,21.8,4.1,,,22,,1024.1,
2023-10-31 00:00:00,9.3,6,13.7,0.8,,,14.9,,1029.1,
2023-11-01 00:00:00,12.7,6.4,18,0,,,8.7,,1029,
2023-11-02 00:00:00,13.8,4.5,20,0,,,8.3,,1024.6,
2023-11-03 00:00:00,18.1,10.4,25,0,,,7,,1022.5,
2023-11-04 00:00:00,19.6,11.5,26,0,,,7.9,,1020.6,
2023-11-05 00:00:00,20.5,13,27,0,,,6.9,,1019.5,
2023-11-06 00:00:00,21.2,13.5,28,0,,,7.2,,1017.1,
2023-11-07 00:00:00,23.3,15,30,0,,,7.2,,1014.9,
2023-11-08 00:00:00,23.5,14.9,31,0,,,9,,1013,
2023-11-09 00:00:00,23.8,17.8,30,3.2,,,8.6,,1013.2,
2023-11-10 00:00:00,16.3,13,21.1,15.5,,,11,,1018.2,
2023-11-11 00:00:00,14.6,13,16,12,,,7.6,,1021.6,
2023-11-12 00:00:00,14.1,13.7,14.9,48.9,,,8.2,,1023.6,
2023-11-13 00:00:00,15.7,13.1,18,2.7,,,11.9,,1024.1,
2023-11-14 00:00:00,16.7,13.7,19,0.8,,,6.8,,1023.6,
2023-11-15 00:00:00,17.1,13.5,20,0,,,4.1,,1021.7,
2023-11-16 00:00:00,18.4,13.8,24,0,,,4.9,,1018.3,
2023-11-17 00:00:00,20.9,13,31,0,,,6.1,,1015.1,
2023-11-18 00:00:00,20.6,15.5,27,0,,,7.9,,1017,
2023-11-19 00:00:00,19.8,17,24,0,,,7.4,,1011.3,
2023-11-20 00:00:00,21.8,16.8,29,0,,,15.2,,1009.1,
2023-11-21 00:00:00,15.9,13.4,18,0,,,15.9,,1024.3,
2023-11-22 00:00:00,12,9,16,3.5,,,7.2,,1025.4,
2023-11-23 00:00:00,12.3,8,19,6.5,,,5.5,,1018.8,
2023-11-24 00:00:00,14.4,7.4,21,0,,,6.9,,1018.2,
2023-11-25 00:00:00,16.6,11.4,20,0,,,5.6,,1016.1,
2023-11-26 00:00:00,15.9,13,19,1.6,,,12.4,,1019.4,
2023-11-27 00:00:00,10.2,8,13.2,3.9,,,7.6,,1026.2,
2023-11-28 00:00:00,10,8,12,0,,,7.2,,1027.6,
2023-11-29 00:00:00,11.2,9.1,13,0,,,7.2,,1019.8,
2023-11-30 00:00:00,17.3,12.5,25,0,,,10,,1009.2,
2023-12-01 00:00:00,16.7,12.4,22,0,,,8.8,,1011.7,
2023-12-02 00:00:00,17.9,14,25,0,,,7.9,,1015.3,
2023-12-03 00:00:00,16.5,13,21,0,,,6,,1019.8,
2023-12-04 00:00:00,16.8,10.4,25,0,,,6.8,,1020.7,
2023-12-05 00:00:00,16.8,11.3,22,0,,,5.7,,1023.6,
2023-12-06 00:00:00,15.5,12.2,17,3,,,7,,1026.4,
2023-12-07 00:00:00,16.6,15,18,2.1,,,7.1,,1018.8,
2023-12-08 00:00:00,20.5,12.8,30,0,,,10.2,,1012.3,
2023-12-09 00:00:00,21.4,13.1,33,0,,,15.2,,1015.7,
2023-12-10 00:00:00,13.2,8,19,0,,,13.3,,1027.6,
2023-12-11 00:00:00,10.2,5,16,0,,,8,,1022.4,
2023-12-12 00:00:00,12.4,8.9,16,0.1,,,8,,1023.1,
2023-12-13 00:00:00,15.3,13.2,17,3.6,,,8.6,,1023.1,
2023-12-14 00:00:00,17.1,15.3,18,8.1,,,9.4,,1023.1,
2023-12-15 00:00:00,17.9,15.5,21,1.8,,,6.1,,1020.9,
2023-12-16 00:00:00,16.8,11,22,0,,,13.7,,1023.7,
2023-12-17 00:00:00,14,4.7,23,0,,,6.4,,1021.2,
2023-12-18 00:00:00,14.5,8.3,22,0,,,8.1,,1022.4,
2023-12-19 00:00:00,14,7.8,19,0,,,7.3,,1021.4,
2023-12-20 00:00:00,14.2,10,18,0,,,6.9,,1019.9,
2023-12-21 00:00:00,16.1,11.6,21,0,,,7,,1020.9,
2023-12-22 00:00:00,17,13.4,21,0.1,,,6,,1020.8,
2023-12-23 00:00:00,16.8,15.7,19,1.7,,,9.2,,1015.6,
2023-12-24 00:00:00,19.5,13.6,28,0,,,12.1,,1012,
2023-12-25 00:00:00,14.5,11.5,17,0,,,5.9,,1018,
2023-12-26 00:00:00,11.9,8.2,15,0,,,5.7,,1017.2,
2023-12-27 00:00:00,14.1,7.2,22,0,,,7.1,,1018.1,
2023-12-28 00:00:00,12.8,7.9,18,0,,,7.4,,1021.2,
2023-12-29 00:00:00,12,6,19,0,,,6.2,,1025.1,
2023-12-30 00:00:00,12.4,2.2,21,0,,,8.3,,1023.6,
2023-12-31 00:00:00,14.6,6,24,0,,,8.4,,1018.7,
2024-01-01 00:00:00,15.5,9.2,23,0,,,9,,1021.5,
2024-01-02 00:00:00,14.2,11,18,4.5,,,7.9,,1018.5,
2024-01-03 00:00:00,14.5,10.7,21,0,,,8.9,,1020.1,
2024-01-04 00:00:00,10.2,9,12,0.5,,,8.2,,1015.9,
2024-01-05 00:00:00,14.9,9,22,0,,,9.5,,1013,
2024-01-06 00:00:00,13.8,6.5,21,0,,,6.6,,1014.7,
2024-01-07 00:00:00,14.2,8.7,18,0.2,,,10.5,,1015.6,
2024-01-08 00:00:00,18.4,12,30,0,,,17.6,,1004.6,
2024-01-09 00:00:00,12.4,5.1,19,0,,,11.4,,1016.6,
2024-01-10 00:00:00,11.9,4,22,0,,,7.6,,1011.8,
2024-01-11 00:00:00,18.5,7.4,30,0,,,12.4,,1006.9,
2024-01-12 00:00:00,15.5,10.5,21,0,,,14.2,,1013.3,
2024-01-13 00:00:00,11.9,5,19,0,,,8.9,,1017,
2024-01-14 00:00:00,14.3,6,23,0,,,9,,1015.4,
2024-01-15 00:00:00,8.5,4,13,0,,,11.6,,1017.1,
2024-01-16 00:00:00,2.1,-3,7.8,0,,,14.9,,1026.9,
2024-01-17 00:00:00,3.1,-3,8,0,,,9.7,,1023.3,
2024-01-18 00:00:00,14.6,2.7,31,0,,,8.8,,1016.5,
2024-01-19 00:00:00,14.6,9.8,20,0,,,12.4,,1023.3,
2024-01-20 00:00:00,6.9,4,10,0,,,10.4,,1028.4,
2024-01-21 00:00:00,6.6,4,8,1,,,9.9,,1023.1,
2024-01-22 00:00:00,14.7,8.3,22,0.7,,,10.5,,1015.5,
